NurseID,NurseName,DOB,Gender,Phone,City,Department
N012187,Nurse_12187,1984-06-10,F,1063990195,City_5,Surgery
N012188,Nurse_12188,1989-09-10,M,3291472516,City_65,General
N012189,Nurse_12189,1980-03-20,M,3641622232,City_8,Pediatrics
N012190,Nurse_12190,1988-02-18,M,3272632965,City_35,Pediatrics
N012191,Nurse_12191,1994-01-07,M,6680827751,City_34,General
N012192,Nurse_12192,1979-06-06,M,1217818555,City_89,Surgery
N012193,Nurse_12193,1985-10-12,M,6443293402,City_90,Pediatrics
N012194,Nurse_12194,1989-11-23,M,3451339076,City_47,ICU
N012195,Nurse_12195,1998-11-14,M,4792753615,City_37,General
N012196,Nurse_12196,1973-12-31,F,7908640575,City_98,ICU
N012197,Nurse_12197,1999-09-02,M,5462263802,City_100,Surgery
N012198,Nurse_12198,1964-01-23,F,2552626808,City_20,General
N012199,Nurse_12199,1960-10-28,F,3125138577,City_38,Pediatrics
N012200,Nurse_12200,1986-06-20,M,2396530276,City_7,Pediatrics
N012201,Nurse_12201,1977-05-15,F,1235793928,City_33,General
N012202,Nurse_12202,1960-11-25,M,9960319173,City_95,Surgery
N012203,Nurse_12203,1961-05-11,F,9570964781,City_17,ER
N012204,Nurse_12204,1967-11-18,F,2759129125,City_5,ICU
N012205,Nurse_12205,1968-08-23,F,8723743217,City_71,ER
N012206,Nurse_12206,1977-11-01,F,5318767858,City_86,General
N012207,Nurse_12207,1981-12-11,M,2537235921,City_96,Surgery
N012208,Nurse_12208,1973-07-06,F,4508092604,City_58,Pediatrics
N012209,Nurse_12209,1970-02-04,M,3854761589,City_8,ER
N012210,Nurse_12210,1972-01-22,F,6999435861,City_48,Pediatrics
N012211,Nurse_12211,1994-09-24,M,7554600310,City_88,Surgery
N012212,Nurse_12212,1973-07-29,F,1860225525,City_9,Surgery
N012213,Nurse_12213,1977-08-21,F,1750340380,City_21,ICU
N012214,Nurse_12214,1983-02-02,F,5192422517,City_75,Surgery
N012215,Nurse_12215,1971-10-12,F,5786422831,City_33,General
N012216,Nurse_12216,1980-06-11,F,4875132793,City_86,ER
N012217,Nurse_12217,1978-11-13,M,6780811873,City_41,ER
N012218,Nurse_12218,1966-08-27,F,7991539404,City_65,Pediatrics
N012219,Nurse_12219,1997-12-17,F,6779246010,City_73,ICU
N012220,Nurse_12220,1993-05-02,F,6200362811,City_26,Pediatrics
N012221,Nurse_12221,1962-02-13,M,8809190687,City_99,General
N012222,Nurse_12222,1983-09-01,M,3679005588,City_3,Pediatrics
N012223,Nurse_12223,1961-10-01,F,5471921906,City_83,General
N012224,Nurse_12224,1968-11-13,F,5395082758,City_63,ICU
N012225,Nurse_12225,1972-04-30,F,2781531048,City_26,ICU
N012226,Nurse_12226,1996-03-17,M,9681002135,City_4,Pediatrics
N012227,Nurse_12227,1961-08-28,F,5372513302,City_34,General
N012228,Nurse_12228,1990-12-19,M,5196578143,City_8,Pediatrics
N012229,Nurse_12229,1969-09-01,F,5117777089,City_18,General
N012230,Nurse_12230,1997-01-04,M,4980300928,City_65,Pediatrics
N012231,Nurse_12231,1962-12-21,M,9678946289,City_75,Pediatrics
N012232,Nurse_12232,1988-08-23,F,4688618576,City_79,ICU
N012233,Nurse_12233,1970-12-23,M,3208049456,City_66,General
N012234,Nurse_12234,1988-02-24,M,9306585462,City_54,Surgery
N012235,Nurse_12235,1981-03-29,M,8438842319,City_77,ER
N012236,Nurse_12236,1969-02-22,F,7938716541,City_84,General
N012237,Nurse_12237,1987-06-22,F,9798086295,City_2,Surgery
N012238,Nurse_12238,1960-09-19,M,4401928730,City_74,Pediatrics
N012239,Nurse_12239,1988-03-26,M,1663673372,City_52,Pediatrics
N012240,Nurse_12240,1977-08-09,F,6465917615,City_69,General
N012241,Nurse_12241,1996-11-04,F,8132018970,City_19,Pediatrics
N012242,Nurse_12242,1965-08-06,M,3649478670,City_78,Surgery
N012243,Nurse_12243,1969-04-17,M,6470785441,City_42,ICU
N012244,Nurse_12244,1961-10-31,M,2837604611,City_36,Surgery
N012245,Nurse_12245,1999-05-09,F,8819777455,City_77,Surgery
N012246,Nurse_12246,1964-09-01,M,1163772559,City_8,ICU
N012247,Nurse_12247,1999-07-07,F,6469050673,City_78,General
N012248,Nurse_12248,1983-06-29,M,8231376468,City_13,Pediatrics
N012249,Nurse_12249,1973-06-13,F,7695459210,City_8,Pediatrics
N012250,Nurse_12250,1979-09-30,F,3232808620,City_81,General
N012251,Nurse_12251,1993-02-03,M,4423700982,City_93,General
N012252,Nurse_12252,1962-07-05,M,3515356519,City_5,ER
N012253,Nurse_12253,1993-08-26,M,2504588400,City_70,General
N012254,Nurse_12254,1982-11-09,M,7797876287,City_50,General
N012255,Nurse_12255,1988-06-18,F,8164078978,City_81,General
N012256,Nurse_12256,1979-11-13,F,2845461565,City_30,Pediatrics
N012257,Nurse_12257,1987-01-31,M,1894302969,City_92,ER
N012258,Nurse_12258,1991-03-03,F,6099288331,City_11,Pediatrics
N012259,Nurse_12259,1973-01-27,M,1003465518,City_30,Surgery
N012260,Nurse_12260,1966-05-30,F,6759953454,City_82,Surgery
N012261,Nurse_12261,1978-08-14,M,6516778169,City_40,ER
N012262,Nurse_12262,1965-01-12,F,4948452648,City_88,Pediatrics
N012263,Nurse_12263,1980-08-20,M,7000532799,City_15,General
N012264,Nurse_12264,1976-06-28,M,6493506484,City_51,General
N012265,Nurse_12265,1969-09-08,F,7116070837,City_87,Pediatrics
N012266,Nurse_12266,1998-08-23,F,6251273061,City_61,General
N012267,Nurse_12267,1991-04-26,F,9222623048,City_66,ER
N012268,Nurse_12268,1985-06-05,M,3070496309,City_81,ICU
N012269,Nurse_12269,1978-06-08,M,6686226391,City_37,Pediatrics
N012270,Nurse_12270,1962-09-07,F,6968145728,City_46,ICU
N012271,Nurse_12271,1991-12-01,F,2436177293,City_81,Surgery
N012272,Nurse_12272,1967-10-18,M,3854691695,City_40,Pediatrics
N012273,Nurse_12273,1981-09-11,F,9544087349,City_98,ER
N012274,Nurse_12274,1975-09-29,F,2496187007,City_39,ER
N012275,Nurse_12275,1971-01-28,M,5611351348,City_24,ER
N012276,Nurse_12276,1978-03-09,F,9021539185,City_30,General
N012277,Nurse_12277,1960-05-05,M,8231722665,City_4,Pediatrics
N012278,Nurse_12278,1976-02-18,F,1194674133,City_80,ICU
N012279,Nurse_12279,1985-12-20,M,1952557423,City_31,Surgery
N012280,Nurse_12280,1992-01-20,M,8936053434,City_35,ER
N012281,Nurse_12281,1990-02-13,F,8747205974,City_31,ER
N012282,Nurse_12282,1960-09-09,F,1130603901,City_98,ICU
N012283,Nurse_12283,1973-10-27,M,1318782063,City_87,ER
N012284,Nurse_12284,1981-10-08,M,7122103733,City_80,General
N012285,Nurse_12285,1990-08-13,F,3516682817,City_98,ER
N012286,Nurse_12286,1992-11-30,F,9881913638,City_18,Pediatrics
N012287,Nurse_12287,1984-03-27,F,7425312620,City_54,ICU
N012288,Nurse_12288,1986-03-22,M,8985654181,City_32,General
N012289,Nurse_12289,1965-05-15,M,9369189870,City_15,Surgery
N012290,Nurse_12290,1985-07-23,M,1402235314,City_90,General
N012291,Nurse_12291,1996-02-09,M,8945211182,City_96,General
N012292,Nurse_12292,1970-08-11,M,3160931282,City_41,ICU
N012293,Nurse_12293,1996-04-13,M,4692491624,City_86,ICU
N012294,Nurse_12294,1980-10-28,M,7553952564,City_60,Pediatrics
N012295,Nurse_12295,1998-04-09,M,6436104026,City_97,Pediatrics
N012296,Nurse_12296,1974-05-16,M,9929761515,City_43,General
N012297,Nurse_12297,1972-09-26,F,8780194092,City_61,Surgery
N012298,Nurse_12298,1973-08-02,M,8070326404,City_87,Surgery
N012299,Nurse_12299,1993-09-21,M,9403741453,City_65,General
N012300,Nurse_12300,1994-11-10,F,7325826043,City_35,Surgery
N012301,Nurse_12301,1999-04-04,M,9461720626,City_45,Pediatrics
N012302,Nurse_12302,1966-05-06,M,3901724404,City_97,General
N012303,Nurse_12303,1980-01-27,M,6201958195,City_87,ER
N012304,Nurse_12304,1977-01-17,M,8222045027,City_41,ICU
N012305,Nurse_12305,1994-01-02,F,6385476938,City_56,General
N012306,Nurse_12306,1964-08-22,F,7943885330,City_94,Surgery
N012307,Nurse_12307,1969-11-23,F,4772897671,City_25,General
N012308,Nurse_12308,1988-11-29,F,9720316347,City_1,Surgery
N012309,Nurse_12309,1990-06-06,M,1041197463,City_99,Pediatrics
N012310,Nurse_12310,1991-01-16,F,5696119077,City_85,General
N012311,Nurse_12311,1964-09-29,M,8771325990,City_73,ICU
N012312,Nurse_12312,1977-12-19,M,7568930800,City_51,General
N012313,Nurse_12313,1970-06-03,M,6017314932,City_12,ICU
N012314,Nurse_12314,1995-03-19,M,3372798741,City_97,Surgery
N012315,Nurse_12315,1992-08-12,M,8325513870,City_29,General
N012316,Nurse_12316,1988-01-02,M,5309475215,City_85,ER
N012317,Nurse_12317,1999-05-13,F,9483527884,City_86,Pediatrics
N012318,Nurse_12318,1991-03-04,F,5035820288,City_15,Surgery
N012319,Nurse_12319,1969-11-11,F,2448236467,City_40,ICU
N012320,Nurse_12320,1982-08-22,F,2283793858,City_40,Surgery
N012321,Nurse_12321,1983-12-14,F,6288810486,City_16,ICU
N012322,Nurse_12322,1992-05-05,M,5298293522,City_16,ICU
N012323,Nurse_12323,1998-02-10,M,8479209026,City_93,General
N012324,Nurse_12324,1984-06-27,F,8611646333,City_58,ICU
N012325,Nurse_12325,1995-10-10,M,1495437001,City_64,Surgery
N012326,Nurse_12326,1971-01-05,F,5362196409,City_16,ICU
N012327,Nurse_12327,1998-05-27,F,3102484539,City_94,Surgery
N012328,Nurse_12328,1968-11-29,M,1423235096,City_18,ER
N012329,Nurse_12329,1981-07-14,F,4742325673,City_83,ICU
N012330,Nurse_12330,1996-09-25,M,3678415724,City_2,General
N012331,Nurse_12331,1967-11-30,M,3521208051,City_45,ER
N012332,Nurse_12332,1970-05-13,F,9859246871,City_69,General
N012333,Nurse_12333,1965-02-17,F,7693522481,City_47,Surgery
N012334,Nurse_12334,1988-07-09,M,9050970153,City_67,ER
N012335,Nurse_12335,1986-12-29,F,6547340558,City_22,Surgery
N012336,Nurse_12336,1969-12-01,M,8262297374,City_99,Pediatrics
N012337,Nurse_12337,1962-04-23,M,7537076735,City_48,ER
N012338,Nurse_12338,1964-09-12,F,1294063380,City_93,Pediatrics
N012339,Nurse_12339,1982-04-22,F,5683880091,City_39,Surgery
N012340,Nurse_12340,1988-08-06,M,5928567647,City_57,Surgery
N012341,Nurse_12341,1967-08-02,F,5517189241,City_34,Surgery
N012342,Nurse_12342,1996-02-18,M,3536916060,City_83,ER
N012343,Nurse_12343,1981-11-11,F,7740133830,City_62,Surgery
N012344,Nurse_12344,1960-08-11,F,7912771043,City_15,Pediatrics
N012345,Nurse_12345,1969-01-26,F,7226436854,City_43,ICU
N012346,Nurse_12346,1961-03-23,F,6402961047,City_89,ER
N012347,Nurse_12347,1962-01-13,F,7548042353,City_99,ICU
N012348,Nurse_12348,1992-11-20,F,6000800813,City_9,ER
N012349,Nurse_12349,1993-10-26,M,8842743237,City_34,ER
N012350,Nurse_12350,1991-09-18,F,1624012979,City_31,General
N012351,Nurse_12351,1963-12-08,F,4803397882,City_99,General
N012352,Nurse_12352,1973-05-24,F,6723802759,City_28,Surgery
N012353,Nurse_12353,1995-03-26,F,2163584214,City_27,ER
N012354,Nurse_12354,1969-11-14,F,7778991040,City_49,Surgery
N012355,Nurse_12355,1988-06-12,M,8777209774,City_11,General
N012356,Nurse_12356,1977-02-25,M,3189264566,City_25,ER
N012357,Nurse_12357,1968-01-22,F,1743241820,City_4,ICU
N012358,Nurse_12358,1970-12-12,F,2195664430,City_28,Surgery
N012359,Nurse_12359,1986-06-05,F,5023785341,City_77,ER
N012360,Nurse_12360,1971-03-13,F,9973934065,City_84,ER
N012361,Nurse_12361,1975-07-18,M,9160000864,City_32,General
N012362,Nurse_12362,1994-12-20,F,5452442561,City_76,Pediatrics
N012363,Nurse_12363,1994-04-18,F,1162950475,City_94,ICU
N012364,Nurse_12364,1998-08-04,M,4319138418,City_96,ER
N012365,Nurse_12365,1964-08-20,F,5572022995,City_85,Pediatrics
N012366,Nurse_12366,1994-06-10,M,4413857748,City_75,General
N012367,Nurse_12367,1966-08-04,F,6382695762,City_7,Pediatrics
N012368,Nurse_12368,1972-12-31,F,1782762919,City_11,Surgery
N012369,Nurse_12369,1980-11-22,F,5856010354,City_14,ER
N012370,Nurse_12370,1970-08-21,F,3589805453,City_48,Pediatrics
N012371,Nurse_12371,1983-04-23,M,5116094726,City_12,ICU
N012372,Nurse_12372,1994-08-24,F,1979900290,City_60,ICU
N012373,Nurse_12373,1967-03-26,M,9061424428,City_11,Surgery
N012374,Nurse_12374,1986-06-02,F,1909520093,City_59,ER
N012375,Nurse_12375,1983-05-20,F,6948141812,City_30,ICU
N012376,Nurse_12376,1990-09-05,M,6852778834,City_40,ER
N012377,Nurse_12377,1973-11-10,F,8767150903,City_97,ER
N012378,Nurse_12378,1995-05-09,F,2459032667,City_11,Surgery
N012379,Nurse_12379,1984-08-25,F,6844788809,City_60,General
N012380,Nurse_12380,1970-04-04,M,9756246574,City_53,ICU
N012381,Nurse_12381,1971-12-30,M,5011618781,City_64,Pediatrics
N012382,Nurse_12382,1989-04-03,M,9824189635,City_5,ICU
N012383,Nurse_12383,1961-11-27,M,8746384906,City_28,Surgery
N012384,Nurse_12384,1965-12-08,M,5118085900,City_85,Surgery
N012385,Nurse_12385,1971-04-22,F,3198269828,City_54,General
N012386,Nurse_12386,1978-02-03,M,7181108551,City_31,Surgery
N012387,Nurse_12387,1984-03-27,F,9346799040,City_88,ER
N012388,Nurse_12388,1969-10-09,F,1231630190,City_85,General
N012389,Nurse_12389,1996-02-05,M,3589116151,City_81,ER
N012390,Nurse_12390,1967-04-26,M,5461682061,City_78,General
N012391,Nurse_12391,1974-08-05,F,7707668833,City_23,ER
N012392,Nurse_12392,1998-02-17,F,2488685748,City_99,ICU
N012393,Nurse_12393,1999-04-17,M,7135108511,City_88,General
N012394,Nurse_12394,1968-07-06,F,9296050049,City_66,Pediatrics
N012395,Nurse_12395,1966-06-18,M,2024267685,City_28,Surgery
N012396,Nurse_12396,1970-11-15,F,9891724232,City_77,Surgery
N012397,Nurse_12397,1975-09-01,F,4562148403,City_59,ICU
N012398,Nurse_12398,1968-09-27,M,8470377342,City_7,ICU
N012399,Nurse_12399,1997-01-24,M,1337488214,City_16,General
N012400,Nurse_12400,1970-03-05,F,4566041715,City_92,ICU
N012401,Nurse_12401,1979-09-07,F,1441934919,City_86,Pediatrics
N012402,Nurse_12402,1962-09-21,F,5540423360,City_47,Surgery
N012403,Nurse_12403,1969-06-28,M,9889858016,City_23,Pediatrics
N012404,Nurse_12404,1968-01-08,M,2331022960,City_16,ICU
N012405,Nurse_12405,1999-11-24,F,3468360888,City_15,General
N012406,Nurse_12406,1979-03-23,M,9392246402,City_71,ER
N012407,Nurse_12407,1985-03-26,F,5043627435,City_22,ER
N012408,Nurse_12408,1998-05-28,M,8364125488,City_88,ICU
N012409,Nurse_12409,1982-08-13,F,2561037612,City_31,Pediatrics
N012410,Nurse_12410,1968-05-07,F,6871702380,City_76,Surgery
N012411,Nurse_12411,1972-02-25,F,6789064176,City_100,ER
N012412,Nurse_12412,1974-02-26,M,4518246388,City_57,Pediatrics
N012413,Nurse_12413,1960-06-16,M,6943021747,City_72,ER
N012414,Nurse_12414,1990-07-30,F,1859272859,City_51,ICU
N012415,Nurse_12415,1982-05-28,F,9432177554,City_17,Surgery
N012416,Nurse_12416,1996-03-29,M,1352923513,City_23,General
N012417,Nurse_12417,1979-03-12,F,3742580361,City_21,General
N012418,Nurse_12418,1960-02-18,F,3153793835,City_17,ICU
N012419,Nurse_12419,1989-07-01,M,2828208740,City_4,Surgery
N012420,Nurse_12420,1966-05-03,F,2163041558,City_61,ICU
N012421,Nurse_12421,1966-02-13,F,7157394218,City_24,ER
N012422,Nurse_12422,1979-08-02,M,3715017020,City_86,Surgery
N012423,Nurse_12423,1985-01-01,F,8203018739,City_86,Surgery
N012424,Nurse_12424,1983-05-08,F,8179510050,City_49,General
N012425,Nurse_12425,1990-12-31,M,7677814733,City_4,Pediatrics
N012426,Nurse_12426,1989-08-24,M,2275969123,City_15,ICU
N012427,Nurse_12427,1976-03-14,M,4650075996,City_1,ER
N012428,Nurse_12428,1966-12-22,M,3370542699,City_6,ER
N012429,Nurse_12429,1993-10-13,F,5687735748,City_70,General
N012430,Nurse_12430,1991-01-10,M,6707245689,City_34,Surgery
N012431,Nurse_12431,1997-05-31,F,9772234181,City_64,General
N012432,Nurse_12432,1973-05-28,F,5144128924,City_1,ER
N012433,Nurse_12433,1967-03-10,M,3841630165,City_76,General
N012434,Nurse_12434,1966-10-26,M,4894460710,City_34,Surgery
N012435,Nurse_12435,1978-05-24,F,7316340255,City_28,ICU
N012436,Nurse_12436,1981-07-03,F,7539650936,City_17,Pediatrics
N012437,Nurse_12437,1992-02-19,M,8324357595,City_59,ER
N012438,Nurse_12438,1997-05-20,F,4118974905,City_3,Pediatrics
N012439,Nurse_12439,1974-08-13,F,7569418228,City_86,ER
N012440,Nurse_12440,1971-10-26,M,5162075400,City_73,ICU
N012441,Nurse_12441,1995-01-20,M,1095945383,City_34,ER
N012442,Nurse_12442,1991-07-06,M,2183812228,City_51,ICU
N012443,Nurse_12443,1982-08-03,F,9044082316,City_49,ICU
N012444,Nurse_12444,1982-04-04,F,5986333545,City_33,Pediatrics
N012445,Nurse_12445,1980-02-19,M,5076228681,City_54,ER
N012446,Nurse_12446,1984-03-10,F,5190595540,City_54,ER
N012447,Nurse_12447,1966-08-23,M,7808464680,City_49,Pediatrics
N012448,Nurse_12448,1994-08-14,F,9953467180,City_17,General
N012449,Nurse_12449,1970-09-07,M,9293063640,City_95,ER
N012450,Nurse_12450,1967-04-03,M,5821851548,City_78,ICU
N012451,Nurse_12451,1998-12-11,F,9554298381,City_23,ICU
N012452,Nurse_12452,1977-07-30,F,3497533546,City_100,General
N012453,Nurse_12453,1986-10-26,M,8155682628,City_9,ICU
N012454,Nurse_12454,1983-07-21,F,9058531836,City_58,Surgery
N012455,Nurse_12455,1977-09-01,F,9731498741,City_86,General
N012456,Nurse_12456,1968-04-28,F,4874538338,City_28,ICU
N012457,Nurse_12457,1965-08-07,F,8607123022,City_53,Pediatrics
N012458,Nurse_12458,1973-12-04,M,4097263915,City_90,General
N012459,Nurse_12459,1979-01-04,F,4885303220,City_38,Surgery
N012460,Nurse_12460,1984-11-02,M,4946842525,City_5,ICU
N012461,Nurse_12461,1983-09-07,F,8728932639,City_68,Surgery
N012462,Nurse_12462,1986-10-05,M,5937341417,City_81,General
N012463,Nurse_12463,1962-06-24,F,1225824929,City_96,ICU
N012464,Nurse_12464,1969-05-08,F,9272200688,City_66,Surgery
N012465,Nurse_12465,1968-06-29,M,7596239426,City_93,Surgery
N012466,Nurse_12466,1995-10-12,F,8743238665,City_28,Pediatrics
N012467,Nurse_12467,1976-11-17,F,9935264098,City_9,ER
N012468,Nurse_12468,1976-12-28,M,3199011802,City_50,ICU
N012469,Nurse_12469,1987-09-05,F,2785779815,City_9,ICU
N012470,Nurse_12470,1977-11-03,M,2213183160,City_100,General
N012471,Nurse_12471,1991-02-25,M,2301901819,City_54,Pediatrics
N012472,Nurse_12472,1989-04-06,F,3089339272,City_30,ICU
N012473,Nurse_12473,1983-10-14,M,5255211792,City_65,ER
N012474,Nurse_12474,1988-11-24,M,1424259607,City_46,General
N012475,Nurse_12475,1995-10-04,F,9588191585,City_17,Surgery
N012476,Nurse_12476,1974-02-06,M,8075776834,City_82,General
N012477,Nurse_12477,1997-08-28,F,5489033751,City_80,Pediatrics
N012478,Nurse_12478,1997-06-17,F,2295891687,City_92,Pediatrics
N012479,Nurse_12479,1984-10-27,F,4059461769,City_58,ER
N012480,Nurse_12480,1964-09-02,M,1344427452,City_51,Pediatrics
N012481,Nurse_12481,1997-12-03,M,7887841992,City_3,Surgery
N012482,Nurse_12482,1978-12-21,F,8481690020,City_77,Surgery
N012483,Nurse_12483,1997-04-12,F,3311593099,City_83,Pediatrics
N012484,Nurse_12484,1968-11-23,F,9516514810,City_96,ER
N012485,Nurse_12485,1978-01-28,M,3477641459,City_81,Surgery
N012486,Nurse_12486,1993-12-21,M,5519670396,City_88,ER
N012487,Nurse_12487,1982-06-22,F,7614952303,City_17,General
N012488,Nurse_12488,1992-06-10,F,1928545938,City_28,Surgery
N012489,Nurse_12489,1960-11-19,F,4847326936,City_15,ICU
N012490,Nurse_12490,1979-07-28,M,8409931266,City_96,ER
N012491,Nurse_12491,1990-01-19,M,3965810759,City_41,General
N012492,Nurse_12492,1976-05-31,M,4609598178,City_99,Pediatrics
N012493,Nurse_12493,1983-02-27,F,7606404709,City_66,ICU
N012494,Nurse_12494,1980-08-24,M,9288396484,City_68,Surgery
N012495,Nurse_12495,1967-09-13,M,8643892708,City_46,ER
N012496,Nurse_12496,1981-04-16,F,6518172555,City_19,ICU
N012497,Nurse_12497,1976-05-06,F,1246413782,City_76,ICU
N012498,Nurse_12498,1973-04-10,F,2505993001,City_37,General
N012499,Nurse_12499,1999-10-22,F,6963431008,City_23,General
N012500,Nurse_12500,1991-12-08,M,6926141769,City_35,ER
N012501,Nurse_12501,1977-02-02,F,1655438752,City_37,ER
N012502,Nurse_12502,1970-09-02,M,5592290262,City_49,ICU
N012503,Nurse_12503,1967-01-27,F,5971045480,City_61,ICU
N012504,Nurse_12504,1986-12-19,M,1589344518,City_70,Surgery
N012505,Nurse_12505,1980-08-17,F,4805895015,City_93,General
N012506,Nurse_12506,1982-02-03,M,6027923410,City_84,Pediatrics
N012507,Nurse_12507,1977-11-16,M,1463376090,City_5,General
N012508,Nurse_12508,1977-01-18,F,1802396185,City_50,ICU
N012509,Nurse_12509,1964-07-27,M,9587172938,City_40,ER
N012510,Nurse_12510,1984-03-26,M,9739417425,City_46,Pediatrics
N012511,Nurse_12511,1992-04-18,M,1845043017,City_77,General
N012512,Nurse_12512,1966-04-16,M,4613429306,City_9,ICU
N012513,Nurse_12513,1995-01-15,M,5004306314,City_40,General
N012514,Nurse_12514,1997-12-06,F,7125281412,City_49,Pediatrics
N012515,Nurse_12515,1991-01-06,M,7327664944,City_60,Pediatrics
N012516,Nurse_12516,1979-12-15,F,1416743057,City_92,Surgery
N012517,Nurse_12517,1969-12-23,F,9793107456,City_36,ICU
N012518,Nurse_12518,1985-11-10,M,4972742834,City_57,Pediatrics
N012519,Nurse_12519,1970-11-12,M,8095492166,City_53,Surgery
N012520,Nurse_12520,1976-09-25,F,7973899385,City_35,ER
N012521,Nurse_12521,1970-05-13,F,9201541598,City_65,ER
N012522,Nurse_12522,1962-11-04,F,2418914472,City_77,General
N012523,Nurse_12523,1967-09-08,F,4038668913,City_46,Pediatrics
N012524,Nurse_12524,1969-02-23,M,6802597688,City_84,General
N012525,Nurse_12525,1989-10-25,M,5146482393,City_51,ICU
N012526,Nurse_12526,1993-05-17,F,3160501378,City_24,Surgery
N012527,Nurse_12527,1987-11-15,M,4906567357,City_8,Surgery
N012528,Nurse_12528,1997-09-21,M,5982098533,City_37,ICU
N012529,Nurse_12529,1994-11-02,M,6967523114,City_59,Surgery
N012530,Nurse_12530,1965-02-13,M,9366240302,City_72,ICU
N012531,Nurse_12531,1978-05-28,F,7608969190,City_60,Pediatrics
N012532,Nurse_12532,1997-10-29,F,6719790637,City_96,General
N012533,Nurse_12533,1993-02-17,F,1552869164,City_78,Pediatrics
N012534,Nurse_12534,1960-07-24,F,8415402087,City_50,ER
N012535,Nurse_12535,1992-07-08,F,2449480692,City_87,Surgery
N012536,Nurse_12536,1971-10-12,F,7795437243,City_63,Pediatrics
N012537,Nurse_12537,1997-05-10,F,3603023565,City_77,General
N012538,Nurse_12538,1970-07-12,M,5463691206,City_17,ICU
N012539,Nurse_12539,1964-04-28,F,5309001404,City_65,Pediatrics
N012540,Nurse_12540,1999-02-12,F,1333781612,City_18,Surgery
N012541,Nurse_12541,1962-03-06,M,4135673681,City_78,ER
N012542,Nurse_12542,1994-03-14,F,8870507450,City_55,ER
N012543,Nurse_12543,1999-01-23,F,7470659903,City_56,ER
N012544,Nurse_12544,1969-04-14,M,1734588730,City_78,ICU
N012545,Nurse_12545,1972-06-10,F,6463140341,City_28,ICU
N012546,Nurse_12546,1991-08-20,F,4968673896,City_96,ICU
N012547,Nurse_12547,1968-10-19,F,5513109035,City_82,Surgery
N012548,Nurse_12548,1970-05-17,M,4973373498,City_13,ER
N012549,Nurse_12549,1966-01-07,F,9835261907,City_48,ICU
N012550,Nurse_12550,1992-01-20,F,6581093702,City_50,Pediatrics
N012551,Nurse_12551,1980-09-10,M,8924220484,City_97,ICU
N012552,Nurse_12552,1997-09-23,F,6579742190,City_22,Surgery
N012553,Nurse_12553,1988-01-26,M,6663819340,City_20,ICU
N012554,Nurse_12554,1983-08-12,M,7805182130,City_46,Pediatrics
N012555,Nurse_12555,1978-12-21,F,8179394227,City_99,General
N012556,Nurse_12556,1999-01-02,M,7168415448,City_45,ICU
N012557,Nurse_12557,1979-07-29,F,1106867747,City_90,ICU
N012558,Nurse_12558,1983-01-13,M,7230089499,City_95,Pediatrics
N012559,Nurse_12559,1965-07-24,F,6948936143,City_76,General
N012560,Nurse_12560,1980-12-18,M,3460456421,City_86,Pediatrics
N012561,Nurse_12561,1987-10-12,M,2429574602,City_85,Pediatrics
N012562,Nurse_12562,1964-12-18,M,9180751993,City_8,ICU
N012563,Nurse_12563,1970-10-18,F,3267974221,City_99,Pediatrics
N012564,Nurse_12564,1969-11-27,F,4664818625,City_41,ER
N012565,Nurse_12565,1990-11-01,F,1544589371,City_6,ICU
N012566,Nurse_12566,1981-06-06,M,3724925502,City_79,ICU
N012567,Nurse_12567,1987-12-06,F,6027772038,City_100,Surgery
N012568,Nurse_12568,1985-01-14,M,2245138556,City_12,General
N012569,Nurse_12569,1967-03-14,F,4884241619,City_8,Surgery
N012570,Nurse_12570,1998-06-07,F,5625069121,City_55,Pediatrics
N012571,Nurse_12571,1971-04-10,M,4144576063,City_45,General
N012572,Nurse_12572,1964-11-24,M,2561834333,City_8,General
N012573,Nurse_12573,1988-05-13,F,2199738654,City_35,ICU
N012574,Nurse_12574,1984-12-12,F,8378025444,City_91,ER
N012575,Nurse_12575,1990-07-27,F,1111884521,City_82,Pediatrics
N012576,Nurse_12576,1972-03-24,M,4408298046,City_52,Surgery
N012577,Nurse_12577,1973-11-23,F,4197818387,City_3,ICU
N012578,Nurse_12578,1977-04-28,M,2633154758,City_47,Surgery
N012579,Nurse_12579,1999-03-27,F,6549159765,City_69,General
N012580,Nurse_12580,1962-10-28,M,2765375961,City_5,Pediatrics
N012581,Nurse_12581,1982-06-06,F,5269041128,City_58,ER
N012582,Nurse_12582,1972-08-02,F,3349479478,City_36,General
N012583,Nurse_12583,1974-08-11,F,3218225168,City_62,General
N012584,Nurse_12584,1965-09-21,M,2381751335,City_98,General
N012585,Nurse_12585,1983-11-26,M,6214631341,City_12,Pediatrics
N012586,Nurse_12586,1971-07-28,F,4635432950,City_30,General
N012587,Nurse_12587,1986-02-21,F,5240346854,City_39,ER
N012588,Nurse_12588,1965-11-22,F,6819297542,City_18,ER
N012589,Nurse_12589,1971-06-10,F,5583844443,City_36,Pediatrics
N012590,Nurse_12590,1969-07-04,F,4896592488,City_37,General
N012591,Nurse_12591,1970-08-25,F,9743888129,City_86,Surgery
N012592,Nurse_12592,1991-02-12,M,4277933271,City_19,ER
N012593,Nurse_12593,1993-03-29,F,8412501502,City_43,Pediatrics
N012594,Nurse_12594,1977-01-20,M,8630021848,City_58,General
N012595,Nurse_12595,1972-12-08,F,1378028605,City_94,ICU
